ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P142_3,P901,P902,P903_1,P903_2,P903_3,P903_4,P903_5,P903_6,P903_7,P903_8,P903_9,P903_10,P903_11,P904_1,P904_2,P904_3,P904_4,P904_5,P904_6,P904_7,P904_8,P904_9,P904A,P905,P906,P907,P908_1,P908_2,P908_3,P908_4,P908_5,P908_6,P908_7,P908_8,OMICAP900
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11007,02,02,1,2,210841003,11.6006193161011,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11007,03,03,1,2,210841003,9.773193359375,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11008,01,01,1,2,210843002,10.3805589675903,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,01,01,1,2,210843004,81.3966445922852,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,02,02,1,2,210843004,29.0325241088867,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,03,03,1,2,210843004,56.6112022399902,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,04,04,1,2,210843004,24.0060119628906,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,05,05,1,2,210843004,43.1923141479492,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,06,06,1,2,210843004,38.5189399719238,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,01,01,1,2,210842003,4.89515542984009,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,02,02,1,2,210842003,25.5687465667725,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,03,03,1,2,210842003,37.5127868652344,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,04,04,1,2,210842003,16.6736431121826,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,01,01,1,2,210843003,13.5287313461304,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,02,02,1,2,210843003,232.045257568359,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,03,03,1,2,210843003,3.32797074317932,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,04,04,1,2,210843003,46.6071853637695,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,05,05,1,2,210843003,44.4325332641602,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,01,01,1,2,210842003,21.6272068023682,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,02,02,1,2,210842003,48.5868339538574,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,03,03,1,2,210842003,.0392267182469368,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,04,04,1,2,210842003,3.013099193573,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,05,05,1,2,210842003,.0239557810127735,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,01,01,1,2,210843003,11.8197269439697,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,02,02,1,2,210843003,3.88671493530273,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,03,03,1,2,210843003,8.01873302459717,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,04,04,1,2,210843003,8.14878177642822,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,05,05,1,2,210843003,77.7016296386719,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,06,06,1,2,210843003,168.545989990234,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,07,07,1,2,210843003,18.7951717376709,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,08,08,1,2,210843003,3.076012134552,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,09,09,1,2,210843003,11.4559516906738,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,10,10,1,2,210843003,6.46645164489746,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,11,11,1,2,210843003,23.114351272583,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,12,12,1,2,210843003,17.8256282806396,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,01,01,1,2,210842002,2.84706020355225,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,02,02,1,2,210842002,10.1377468109131,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,03,03,1,2,210842002,50.4259414672852,1, ,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,04,04,1,2,210842002,6.34565401077271,1, ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,05,05,1,2,210842002,.278685420751572,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,06,06,1,2,210842002,.0510561019182205,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11015,01,01,1,2,210851002,.267339587211609,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11015,02,02,1,2,210851002,.391190558671951,1, ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11016,01,01,1,2,210841002,152.056579589844,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11016,02,02,1,2,210841002,2.8972179889679,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11016,03,03,1,2,210841002,4.2791166305542,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,06,NUÑOA,11017,01,01,1,2,210852004,10.373927116394,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,05,MACARI,11018,01,01,1,2,210852003,9.48049926757813,1, ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,05,MACARI,11018,02,02,1,2,210852003,19.6005973815918,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,05,MACARI,11018,03,03,1,2,210852003,119.384727478027,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,05,MACARI,11018,06,06,1,2,210852003,.49364823102951,1, ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, ,2, ,1,0,0,1,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,05,MACARI,11019,01,01,1,2,210853003,113.823905944824,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11020,01,01,1,2,210853004,6.09774398803711,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11020,02,02,1,2,210853004,56.7333908081055,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11021,01,01,1,2,210851003,1.07938468456268,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11021,02,02,1,2,210851003,12.4777154922485,1, ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11021,03,03,1,2,210851003,1.15354180335999,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11022,01,01,1,2,210851004,3.38359570503235,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11022,02,02,1,2,210851004,.110811322927475,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11022,03,03,1,2,210851004,1.06113696098328,1, , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11022,04,04,1,2,210851004,4.81875419616699,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,04,LLALLI,11022,05,05,1,2,210851004,.153753623366356,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,03,CUPI,11023,01,01,1,2,210841003,17.7955703735352,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11023,02,02,1,2,210841003,7.93545722961426,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11023,03,03,1,2,210841003,4.79015874862671,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11024,01,01,1,2,210841004,2.80272006988525,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11024,02,02,1,2,210841004,.695336818695068,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11024,03,03,1,2,210841004,1.57084536552429,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11024,04,04,1,2,210841004,.372484266757965,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,08,MELGAR,03,CUPI,11025,01,01,1,2,210842004,1.63067305088043,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,03,CUPI,11025,02,02,1,2,210842004,1.49424517154694,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11026,01,01,1,2,210852002,3.15497541427612,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11026,02,02,1,2,210852002,.00721258111298084,1, ,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11026,03,03,1,2,210852002,.549582540988922,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11027,01,01,1,2,210853003,26.9956722259521,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11027,02,02,1,2,210853003,28.4444274902344,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11027,03,03,1,2,210853003,.480949342250824,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11027,04,04,1,2,210853003,3.81393361091614,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,02,ANTAUTA,11028,01,01,1,2,210853002,34.297534942627,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11029,01,01,1,2,210841003,7.39917373657227,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11029,02,02,1,2,210841003,17.2349090576172,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11030,01,01,1,2,210841003,8.15590858459473,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11031,01,01,1,2,210841003,.790381491184235,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11031,02,02,1,2,210841003,11.0006723403931,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11032,01,01,1,2,210841004,6.62397527694702,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,0,0,1,0, 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11032,02,02,1,2,210841004,.16494619846344,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11033,01,01,1,2,210841003,36.7260284423828,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11033,02,02,1,2,210841003,49.5394630432129,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11033,03,03,1,2,210841003,.26699697971344,1, ,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11033,04,04,1,2,210841003,.161391541361809,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11034,01,01,1,2,210841004,2.86442232131958,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11034,02,02,1,2,210841004,19.1183376312256,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11035,01,01,1,2,210841004,6.44890785217285,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11035,02,02,1,2,210841004,39.6317672729492,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11036,01,01,1,2,210843003,124.537635803223,1, ,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11036,02,02,1,2,210843003,49.9966659545898,1, ,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11037,01,01,1,2,210841003,9.51852226257324,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2024,21,PUNO,08,MELGAR,01,AYAVIRI,11037,02,02,1,2,210841003,6.51170206069946,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11038,01,01,1,2,210741003,38.1035079956055,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11038,02,02,1,2,210741003,59.1204109191895,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,01,01,1,2,210741003,.729042708873749,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,02,02,1,2,210741003,.186442494392395,1, ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,03,03,1,2,210741003,3.09225702285767,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,04,04,1,2,210741003,1.54604399204254,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,05,05,1,2,210741003,14.9043083190918,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,06,06,1,2,210741003,8.5186767578125,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,07,07,1,2,210741003,.356794953346252,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,08,08,1,2,210741003,5.12485074996948,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,09,09,1,2,210741003,1.68426132202148,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,10,10,1,2,210741003,1.66658425331116,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,11,11,1,2,210741003,.0104901352897286,1, ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,12,12,1,2,210741003,2.87505054473877,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,13,13,1,2,210741003,1.0639762878418,1, ,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,14,14,1,2,210741003,1.19592261314392,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11039,15,15,1,2,210741003,1.13277292251587,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11040,01,01,1,2,210743004,3.84160327911377,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11040,02,02,1,2,210743004,28.5976791381836,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11040,03,03,1,2,210743004,2.12722110748291,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11041,01,01,1,2,210741004,4.58465814590454,1, ,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11041,02,02,1,2,210741004,6.13777446746826,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2024,21,PUNO,07,LAMPA,08,PUCARA,11042,01,01,1,2,210741004,.266076475381851,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11043,01,01,1,2,210742003,1.26987743377686,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11043,02,02,1,2,210742003,243.052352905273,1, ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ,1,1,1,1,0,0,0,0,0,0,0, 
2024,21,PUNO,07,LAMPA,08,PUCARA,11043,03,03,1,2,210742003,18.8694171905518,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11044,01,01,1,2,210741004,11.1136417388916,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11044,02,02,1,2,210741004,.19825966656208,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11044,03,03,1,2,210741004,.82890909910202,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11044,04,04,1,2,210741004,9.04536533355713,1, ,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2, ,1,0,0,0,0,1,0,0,0, 
2024,21,PUNO,07,LAMPA,08,PUCARA,11044,05,05,1,2,210741004,.136816918849945,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2024,21,PUNO,07,LAMPA,08,PUCARA,11045,01,01,1,2,210752003,2.12471342086792,1, ,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2024,21,PUNO,07,LAMPA,08,PUCARA,11046,01,01,1,2,210741003,40.6644287109375,1, ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
