ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P142_1,P142_2,P142_3,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1C,P1002B_1D,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_9C,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,P1206,OMICAP1000
2023,21,PUNO,09,MOHO,01,MOHO,08090,03,03,1,2,210943001,2.34385442733765,1,1,1,0,50,0,0,120,120, , ,2,2,0,0,0,0,0,0,0,300,590,100,200,0,0,50,50,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,600,1190,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08090,04,04,1,2,210943001,.86102819442749,1,1,1,0,250,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,450,200,150,0,0,120,50,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,570,1020,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08090,05,05,1,2,210943001,4.61930513381958,1,1,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200, , , , , , , , , , , , , , , , , , , , , , , ,200,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08090,06,06,1,2,210943001,.308226644992828,1,1,1,0,0,0,0,120,0, , ,2, ,0,0,0,0,0,0,0,350,470,500,70,0,0,50,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,660,1130,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08090,07,07,1,2,210943001,2.37053775787354,1,1,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,500,500, , , , , , , , , , , , , , , , , , , , , , , ,500,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08090,08,08,1,2,210943001,2.10813331604004,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,25,275,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,01,01,1,2,210652004,67.2503662109375,1,1,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,0,400,520, , , , , , , , , , , , , , , , , , , , , , , ,520,2, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,02,02,1,2,210652004,29.6052188873291,1,1,1,0,750,0,0,160,200, , ,2,1,0,0,40,0,0,0,0,300,1450,1200,0,50,20,60,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,120,1450,2900,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,03,03,1,2,210652004,7.46722888946533,1,1,1,0,0,0,0,0,0, , , , ,0,0,150,0,0,0,0,800,950,3500,0,60,0,30,0,0,0,0,0,0, , , , ,158,0,0,0,0,0,100,3848,4798,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,04,04,1,2,210652004,.371727645397186,1,1,1,0,50,0,0,0,0, , , , ,0,0,50,0,0,0,0,480,580,1500,0,50,0,25,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1605,2185,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,05,05,1,2,210652004,18.9823932647705,1,1,1,0,120,0,0,0,750, , , ,5,0,0,350,0,0,0,0,1200,2420,1500,0,30,15,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1585,4005,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,06,06,1,2,210652004,18.8225784301758,1,1,0,0,12,0,0,0,0, , , , ,0,0,85,0,0,0,0,0,97, , , , , , , , , , , , , , , , , , , , , , , ,97,2, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,07,07,1,2,210652004,31.7269554138184,1,1,0,0,0,0,0,40,0, , ,1, ,0,0,80,0,0,0,0,0,120, , , , , , , , , , , , , , , , , , , , , , , ,120,2, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,08,08,1,2,210652004,38.1379852294922,1,1,1,0,250,0,0,0,0, , , , ,0,0,0,0,0,0,0,280,530,1200,0,50,0,150,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,1500,2030,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,09,09,1,2,210652004,18.866735458374,1,1,1,0,80,0,0,0,0, , , , ,0,0,250,0,0,0,0,480,810,1300,0,30,0,20,0,0,0,0,0,0, , , , ,70,0,0,0,0,0,50,1470,2280,1, 
2023,21,PUNO,06,HUANCANE,06,ROSASPATA,08091,10,10,1,2,210652004,5.34195804595947,1,1,0,0,12,0,0,0,80, , , ,2,0,0,0,0,0,0,0,0,92, , , , , , , , , , , , , , , , , , , , , , , ,92,2, 
2023,21,PUNO,09,MOHO,01,MOHO,08092,01,01,1,2,210953003,22.5233783721924,1,1,1,0,0,0,0,400,200, , ,2,1,0,0,210,0,0,0,0,0,810,1440,0,35,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,125,1600,2410,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08092,02,02,1,2,210953003,88.0851516723633,1,1,1,0,0,0,0,100,0, , ,2, ,0,0,0,0,0,0,0,0,100,1500,0,25,25,0,30,0,0,0,0,0, , , , ,72,0,0,0,0,0,50,1702,1802,2, 
2023,21,PUNO,09,MOHO,01,MOHO,08092,03,03,1,2,210953003,67.4335403442383,1,1,1,0,200,0,0,270,0, , ,3, ,0,0,150,0,0,0,0,420,1040,4000,0,80,80,0,50,0,0,0,0,0, , , , ,0,0,0,0,0,0,60,4270,5310,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,01,01,1,2,210741003,21.4316883087158,1,1,1,0,500,0,0,0,400, , , ,3,0,0,0,1800,0,0,10,1400,4110,1200,0,0,0,300,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,80,1680,5790,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,02,02,1,2,210741003,21.1674175262451,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1000,1000,3350,0,0,35,210,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,620,4215,5215,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,03,03,1,2,210741003,31.0717601776123,1,1,1,0,0,0,0,780,780, , ,6,6,0,0,0,0,0,0,50,1200,2810,2500,0,0,0,260,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,250,3010,5820,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,04,04,1,2,210741003,22.1063117980957,1,1,1,0,0,0,0,0,0, , , , ,0,0,69,0,0,0,0,1400,1469,5000,0,0,0,65,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,5165,6634,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,05,05,1,2,210741003,20.8301467895508,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,1000,0,1000,2000,1500,800,0,0,120,0,0,0,0,0,0, , , , ,1315,0,0,0,0,0,500,4235,6235,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,06,06,1,2,210741003,26.2631225585938,1,1,1,0,0,0,0,0,0, , , , ,0,0,270,0,0,0,0,1000,1270,3750,0,0,0,45,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,300,4095,5365,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,07,07,1,2,210741003,20.1337242126465,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,50,0,500,550,1050,0,0,0,45,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1145,1695,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,08,08,1,2,210741003,61.8945465087891,1,1,1,0,1800,0,0,0,0, , , , ,0,0,0,0,0,0,0,3000,4800,2400,0,0,0,800,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,250,3450,8250,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,09,09,1,2,210741003,14.3260250091553,1,1,1,0,0,0,0,960,0, , ,8, ,0,0,0,0,0,0,0,498,1458,5000,0,70,16,125,0,0,0,0,0,0, , , , ,432,0,0,0,0,0,300,5943,7401,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,10,10,1,2,210741003,18.0477161407471,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,840,840,1200,0,38,0,40,0,0,0,0,0,0, , , , ,264,0,0,0,0,0,100,1642,2482,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,11,11,1,2,210741003,22.0692081451416,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1200,1200,2000,0,21,0,116,0,0,0,0,0,0, , , , ,996,0,0,0,0,0,215,3348,4548,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08093,12,12,1,2,210741003,30.29372215271,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1800,1800,1500,0,0,20,30,50,0,0,0,0,0, , , , ,86,0,0,0,0,0,100,1786,3586,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,01,01,1,2,210942002,1.87179780006409,1,1,1,0,300,0,0,0,0, , , , ,20,0,0,0,0,0,50,500,870,2000,1200,20,0,150,20,0,0,0,0,0, , , , ,1868,0,1280,0,0,0,0,6538,7408,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,02,02,1,2,210942002,3.09732794761658,1,1,1,0,0,0,0,0,0, , , , ,0,0,207,0,0,0,0,500,707,3000,0,50,0,40,0,0,0,0,0,0, , , , ,600,0,0,0,0,0,20,3710,4417,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,03,03,1,2,210942002,13.0800848007202,1,1,1,0,300,0,0,0,0, , , , ,0,0,80,0,0,0,0,450,830,2500,450,50,0,180,0,0,0,0,0,0, , , , ,636,0,0,0,0,0,30,3846,4676,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,04,04,1,2,210942002,.852383494377136,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,480,480,2500,300,40,50,80,15,0,0,0,0,0, , , , ,360,0,0,0,0,0,200,3545,4025,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,05,05,1,2,210942002,1.30335628986359,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,400,400,2000,0,20,0,20,0,0,0,0,0,0, , , , ,300,0,0,0,0,0,0,2340,2740,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,06,06,1,2,210942002,.224403128027916,1,1,1,0,0,0,0,0,0, , , , ,0,0,103,0,0,0,0,180,283,4000,0,30,0,150,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,80,4260,4543,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,07,07,1,2,210942002,5.38498735427856,1,1,1,0,0,0,0,0,0, , , , ,0,0,69,0,0,0,0,480,549,1200,0,60,20,150,0,60,0,0,0,0, , , , ,1200,0,0,0,0,0,20,2710,3259,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08094,08,08,1,2,210942002,1.49568688869476,1,1,1,0,0,0,0,0,40, , , ,1,0,0,0,0,0,0,0,200,240,5000,0,60,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,5070,5310,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08095,01,01,1,2,210242001,4.43216133117676,1,1,1,0,300,0,0,0,0, , , , ,0,0,0,0,0,0,0,160,460,3500,0,0,0,85,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,3685,4145,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08095,02,02,1,2,210242001,3.00974345207214,1,1,1,0,0,0,0,420,0, , ,2, ,0,0,0,0,0,0,0,1200,1620,2500,0,0,24,60,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,240,2924,4544,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08096,01,01,1,2,210953001,2.07224082946777,1,1,1,0,600,0,0,1050,945, , ,7,7,0,0,0,0,0,0,0,1500,4095,3250,0,40,80,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,60,3430,7525,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08097,01,01,1,2,210952001,2.82929491996765,1,1,1,0,0,0,0,120,240, , ,2,2,0,0,0,0,0,0,0,300,660,4000,0,50,40,20,0,150,0,0,0,0, , , , ,0,0,0,0,0,0,0,4260,4920,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08097,02,02,1,2,210952001,7.32998323440552,1,1,1,0,0,0,0,100,0, , ,1, ,40,0,0,0,0,0,0,400,540,3000,0,30,15,15,0,70,0,0,0,0, , , , ,515,0,0,0,0,0,0,3645,4185,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08097,03,03,1,2,210952001,7.12002611160278,1,1,1,0,0,0,0,120,0, , ,2, ,20,0,100,0,0,0,0,0,240,5000,0,0,0,30,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,5030,5270,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08097,04,04,1,2,210952001,3.84278678894043,1,1,1,0,0,0,0,250,120, , ,5,2,0,0,240,0,0,0,0,300,910,5000,0,20,0,60,0,0,0,0,0,0, , , , ,168,0,0,0,0,0,60,5308,6218,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08098,01,01,1,2,210741001,5.64969635009766,1,1,1,0,300,0,0,0,0, , , , ,0,0,0,0,0,0,0,210,510,900,0,0,0,65,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,965,1475,1, 
2023,21,PUNO,07,LAMPA,03,CALAPUJA,08098,02,02,1,2,210741001,4.55288314819336,1,1,1,0,250,0,0,0,0, , , , ,0,0,0,0,0,0,0,180,430,1500,0,0,0,15,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,45,1560,1990,1, 
2023,21,PUNO,09,MOHO,03,HUAYRAPATA,08099,01,01,1,2,210952002,7.51721906661987,1,1,1,0,300,0,0,0,0, , , , ,0,0,0,0,0,0,0,400,700,2000,0,50,0,40,0,0,0,0,0,0, , , , ,300,0,0,0,0,0,0,2390,3090,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08100,01,01,1,2,210954001,5.02630472183228,1,1,1,0,700,0,0,240,0, , ,2, ,0,0,375,0,0,0,0,700,2015,1900,300,60,0,60,0,0,0,0,0,0, , , , ,154,0,0,0,0,0,200,2674,4689,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,01,01,1,2,210241003,24.484037399292,1,1,1,0,450,0,0,1250,0, , ,5, ,0,0,138,0,0,0,0,1800,3638,5000,800,0,200,150,50,40,0,0,0,0, , , , ,0,0,0,0,0,0,200,6440,10078,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,02,02,1,2,210241003,59.5810203552246,1,1,1,0,800,0,0,90,0, , ,1, ,0,0,155,0,0,0,0,800,1845,1350,0,0,20,35,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,50,1555,3400,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,03,03,1,2,210241003,122.820014953613,1,1,1,0,0,0,0,0,0, , , , ,0,0,100,0,0,0,0,200,300,3500,0,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,3500,3800,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,04,04,1,2,210241003,50.0158309936523,1,1,1,0,0,0,0,0,0, , , , ,0,0,55,0,0,0,0,500,555,1050,0,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1050,1605,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,05,05,1,2,210241003,22.1864681243896,1,1,1,0,0,0,0,150,0, , ,1, ,0,0,207,0,0,0,0,1500,1857,1850,0,0,45,55,40,0,0,0,0,0, , , , ,672,0,0,0,0,0,78,2740,4597,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,06,06,1,2,210241003,1.33747112751007,1,1,1,0,0,0,0,150,0, , ,1, ,0,0,150,0,0,0,0,1250,1550,1850,0,0,0,55,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,120,2025,3575,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,07,07,1,2,210241003,.673212349414825,1,1,1,0,200,0,0,50,90, , ,1,2,0,0,0,0,0,0,0,550,890,3250,0,35,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,57,3342,4232,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,08,08,1,2,210241003,25.0513477325439,1,1,1,0,0,0,0,180,0, , ,2, ,0,0,100,0,0,0,0,850,1130,1250,0,45,0,0,48,0,0,0,0,0, , , , ,0,0,0,0,0,0,95,1438,2568,1, 
2023,21,PUNO,02,AZANGARO,05,CAMINACA,08101,09,09,1,2,210241003,8.16561508178711,1,1,1,0,0,0,0,90,0, , ,1, ,0,0,0,0,0,0,0,320,410,1470,0,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1490,1900,1, 
2023,21,PUNO,07,LAMPA,01,LAMPA,08102,01,01,1,2,210743003,84.5129318237305,1,1,1,0,0,0,0,0,0, , , , ,0,0,70,0,0,0,0,270,340,2000,0,30,0,170,0,0,0,0,0,0, , , , ,144,0,0,0,0,0,0,2344,2684,1, 
2023,21,PUNO,07,LAMPA,01,LAMPA,08102,02,02,1,2,210743003,71.1574783325195,1,1,1,0,0,0,0,0,0, , , , ,0,0,150,0,0,0,0,800,950,5000,1000,100,150,300,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,6550,7500,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,01,01,1,2,210241003,41.5438385009766,1,1,1,0,120,0,0,0,0, , , , ,0,0,60,0,0,0,100,840,1120,1750,500,0,200,70,20,250,0,0,0,0, , , , ,352,0,0,0,0,0,150,3292,4412,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,02,02,1,2,210241003,8.67489433288574,1,1,1,0,0,0,0,450,200, , ,3,2,0,0,48,0,0,0,0,1040,1738,2890,120,0,48,100,0,100,0,0,0,0, , , , ,70,0,0,0,0,0,40,3368,5106,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,03,03,1,2,210241003,45.3311729431152,1,1,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,560,560, , , , , , , , , , , , , , , , , , , , , , , ,560,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,04,04,1,2,210241003,31.7070369720459,1,1,0,0,0,0,0,0,0, , , , ,0,0,69,0,0,0,0,240,309, , , , , , , , , , , , , , , , , , , , , , , ,309,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,05,05,1,2,210241003,59.9354934692383,1,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,600,610,3900,0,0,25,78,10,50,0,0,0,0, , , , ,0,0,0,0,0,0,40,4103,4713,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,06,06,1,2,210241003,31.9999885559082,1,1,1,0,0,0,0,0,104, , , ,1,0,0,69,0,0,0,0,900,1073,1080,0,0,20,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1120,2193,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,07,07,1,2,210241003,187.164077758789,1,1,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,300,300, , , , , , , , , , , , , , , , , , , , , , , ,300,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,08,08,1,2,210241003,22.0925312042236,1,1,1,0,0,0,0,0,0, , , , ,0,0,103,0,0,0,0,350,453,2800,0,0,0,35,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,2855,3308,1, 
2023,21,PUNO,02,AZANGARO,10,SAMAN,08103,09,09,1,2,210241003,234.005706787109,1,1,0,0,0,0,0,0,0, , , , ,0,0,36,0,0,0,0,520,556, , , , , , , , , , , , , , , , , , , , , , , ,556,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08104,01,01,1,2,210953002,6.95946931838989,1,1,1,0,0,0,0,0,0, , , , ,0,0,55,0,0,0,0,210,265,1250,450,75,0,40,0,0,0,0,0,0, , , , ,70,0,0,0,0,0,35,1920,2185,1, 
2023,21,PUNO,09,MOHO,01,MOHO,08104,02,02,1,2,210953002,26.5858249664307,1,1,1,0,400,0,0,0,0, , , , ,0,0,0,0,0,0,0,300,700,1500,0,300,20,20,0,0,0,0,0,0, , , , ,160,0,0,0,0,0,20,2020,2720,1, 
