ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P101A,P142_1,P142_2,P142_3,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1C,P1002B_1D,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_9C,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,P1109A,P1109B,P1110,P1110A,P1206,OMICAP1000
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10996,02,02,1,2,210841003,9.85698127746582,1, ,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,65,20,65,150,1455,50, , ,50,40,50,0,150,0,0,0,0, , , , ,200,0,0,0,0,0,0,1995,2145,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10996,03,03,1,2,210841003,25.5645866394043,1, ,1,0,0,0,0,0,300,0, , ,2, ,0,0,0,0,0,100,0,65,465, , , , , , , , , , , , , , , , , , , , , , , , , ,465,1,2,2, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10996,04,04,1,2,210841003,2.37073111534119,1, ,1,1,0,300,0,0,200,0, , ,2, ,0,0,1800,0,0,500,0,250,3050,7700,200, , ,150,100,200,0,150,0,0,0,0, , , , ,0,0,0,0,0,0,50,8550,11600,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10996,05,05,1,2,210841003,19.9009189605713,1, ,1,1,0,0,0,0,50,0, , ,1, ,0,0,0,0,0,175,0,75,300,900,150, , ,100,0,100,0,150,0,0,0,0, , , , ,0,0,0,0,0,0,20,1420,1720,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10996,06,06,1,2,210841003,4.07450771331787,1, ,1,1,0,0,0,0,300,0, , ,3, ,0,0,0,0,0,500,0,300,1100,2980,700, , ,50,0,300,0,200,0,0,0,0, , , , ,0,0,0,0,0,0,50,4280,5380,2, ,2, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,01,01,1,2,210841003,1.88854646682739,1, ,1,1,0,1000,0,0,640,0, , ,4, ,0,0,340,0,0,0,0,1670,3650,2220,800, , ,24,24,70,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,170,3348,6998,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,02,02,1,2,210841003,3.62599897384644,1, ,1,1,0,2000,0,0,720,160, , ,9,2,0,0,130,0,0,0,0,2180,5190,6500,800, , ,50,14,0,0,80,0,0,0,0, , , , ,0,0,0,0,200,0,50,7694,12884,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,03,03,1,2,210841003,5.69531726837158,1, ,1,1,0,0,0,0,0,160, , , ,2,0,0,260,0,0,0,0,1200,1620,3500,720, , ,20,24,20,0,30,0,0,0,0, , , , ,0,0,0,0,0,0,20,4334,5954,1,6,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,04,04,1,2,210841003,11.1723976135254,1, ,1,1,0,2500,0,0,560,0, , ,7, ,0,0,175,0,0,0,0,1000,4235,3000,0, , ,20,50,30,0,0,0,0,0,0, , , , ,135,0,0,0,300,0,50,3585,7820,1,4,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,05,05,1,2,210841003,6.14156055450439,1, ,1,1,0,0,0,0,480,0, , ,5, ,80,0,630,0,0,0,0,2000,3190,7000,240, , ,75,30,0,0,90,0,0,0,0, , , , ,1200,0,0,0,0,0,150,8785,11975,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,06,06,1,2,210841003,24.1857280731201,1, ,1,1,0,2500,0,0,640,0, , ,8, ,0,0,920,0,0,0,0,3320,7380,2000,1440, , ,0,2,80,0,75,0,0,0,0, , , , ,1200,0,0,0,400,0,50,5247,12627,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,07,07,1,2,210841003,.76357090473175,1, ,1,1,0,0,0,0,160,0, , ,2, ,20,0,175,0,0,0,0,2120,2475,16000,1440, , ,150,0,0,0,240,0,0,0,0, , , , ,0,0,0,0,150,0,50,18030,20505,1,2,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10997,08,08,1,2,210841003,.219872400164604,1, ,1,1,0,0,0,0,800,0, , ,10, ,0,0,0,0,0,0,0,20,820,21800,600, , ,240,80,200,0,1000,21600,0,0,0,1, , , ,0,0,0,0,0,0,500,46020,46840,1,4,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10998,01,01,1,2,210841003,18.3140048980713,1, ,1,1,0,0,0,0,1800,0, , ,6, ,0,0,0,0,0,0,100,5000,6900,2500,3000, , ,100,50,50,0,0,0,0,3300,0,1, ,1, ,0,0,0,0,0,0,50,9050,15950,1,2,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10998,02,02,1,2,210841003,18.9184856414795,1, ,1,1,0,0,0,0,2625,0, , ,7, ,0,0,200,0,0,0,65,1000,3890,3750,2200, , ,50,100,100,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,50,6300,10190,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10999,01,01,1,2,210844004,35.9067611694336,1, ,1,1,0,0,0,0,2000,0, , ,5, ,0,0,180,0,0,0,0,950,3130,3500,0, , ,35,0,90,0,80,0,0,0,0, , , , ,0,0,0,0,0,0,30,3735,6865,1,2,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10999,02,02,1,2,210844004,47.3711624145508,1, ,1,1,0,0,0,0,12000,0, , ,15, ,0,0,0,0,0,0,0,1800,13800,10000,1000, , ,450,120,480,35,0,0,0,0,0, , , , ,0,0,0,0,0,0,56,12141,25941,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,10999,03,03,1,2,210844004,90.6693878173828,1, ,1,1,0,0,0,0,480,0, , ,3, ,0,0,0,0,0,0,0,80,560,2500,0, , ,40,0,80,12,180,0,0,0,0, , , , ,0,0,0,0,0,0,28,2840,3400,1,2,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11000,01,01,1,2,210841003,21.8217391967773,1, ,1,1,0,0,0,0,4200,0, , ,6, ,0,0,100,0,0,0,8000,2500,14800,5000,2000, , ,0,0,100,50,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,7200,22000,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11000,03,03,1,2,210841003,2.22690844535828,1, ,1,1,0,0,0,0,2800,0, , ,7, ,0,0,60,0,0,0,40,3600,6500,3000,2000, , ,50,100,40,0,100,0,0,0,0, , , , ,0,0,0,0,280,0,20,5590,12090,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11000,04,04,1,2,210841003,12.5502052307129,1, ,1,1,0,0,0,0,2000,0, , ,5, ,0,0,0,0,0,0,65,2000,4065,2500,2400, , ,50,100,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,5150,9215,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11000,05,05,1,2,210841003,25.352840423584,1, ,1,1,0,1800,0,0,350,0, , ,5, ,0,0,0,0,0,0,100,2400,4650,7000,1200, , ,15,50,80,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,8445,13095,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11001,01,01,1,2,210841003,19.268461227417,1, ,1,1,0,0,0,0,400,250, , ,4,1,90,0,120,0,0,460,0,240,1560,4500,400, , ,60,15,120,40,100,0,0,0,0, , , , ,0,0,0,0,0,60,250,5545,7105,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11001,02,02,1,2,210841003,15.2059526443481,1, ,1,1,0,0,0,0,160,0, , ,2, ,0,0,100,0,0,80,0,80,420,1800,0, , ,20,10,150,0,30,0,0,0,0, , , , ,0,0,0,0,0,0,80,2090,2510,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11001,03,03,1,2,210841003,6.24134206771851,1, ,1,1,0,0,0,0,480,0, , ,6, ,90,0,0,0,0,605,0,200,1375,5200,0, , ,50,20,180,40,80,0,0,0,0, , , , ,0,0,0,0,0,0,120,5690,7065,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11001,04,04,1,2,210841003,17.1550674438477,1, ,1,1,0,0,0,0,0,300, , , ,3,100,0,30,0,0,140,0,150,720,1700,0, , ,15,30,70,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,60,1995,2715,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11001,05,05,1,2,210841003,2.76340794563293,1, ,1,1,0,0,0,0,240,0, , ,3, ,100,0,60,0,0,140,50,150,740,2500,4000, , ,20,80,100,10,300,0,0,0,0, , , , ,0,0,0,0,0,0,100,7110,7850,1,7,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11001,06,06,1,2,210841003,.279252886772156,1, ,1,1,0,0,0,0,720,0, , ,4, ,100,0,0,0,0,600,0,600,2020,4500,2400, , ,15,0,120,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,80,7235,9255,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11002,01,01,1,2,210841003,.871596932411194,1, ,1,1,0,500,0,0,0,0, , , , ,0,0,20,0,0,0,0,400,920,1500,0, , ,150,30,0,10,200,0,0,0,0, , , , ,0,0,0,0,0,0,250,2140,3060,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11002,02,02,1,2,210841003,45.7754020690918,1, ,1,1,0,0,0,0,600,0, , ,5, ,0,0,20,0,0,0,0,1000,1620,1500,0, , ,150,0,50,20,200,0,0,0,0, , , , ,0,0,0,0,0,0,0,1920,3540,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11002,03,03,1,2,210841003,3.77139925956726,1, ,1,1,0,0,0,0,1500,2000, , ,6,8,400,0,100,0,0,0,0,2500,6500,4800,0, , ,250,90,0,50,500,12000,12000,0,0,1,1, , ,0,0,3500,0,0,0,3000,36190,42690,1,7,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11003,01,01,1,2,210841003,4.77053213119507,1, ,1,1,0,3000,0,0,1200,480, , ,4,2,1800,0,0,1200,0,450,120,1960,10210,30500,450, , ,60,600,900,140,2160,0,0,0,0, , , , ,0,0,700,0,470,250,30,36260,46470,1,4,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11003,02,02,1,2,210841003,24.5974960327148,1, ,1,1,0,2000,0,0,300,0, , ,4, ,50,0,1200,0,0,25,64,3875,7514,13370,150, , ,100,0,360,560,350,0,0,0,0, , , , ,0,0,0,0,0,0,484,15374,22888,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11003,03,03,1,2,210841003,5.85766172409058,1, ,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,20,0,0,20,23500,4000, , ,100,140,2900,50,3000,0,0,0,0, , , , ,0,0,0,0,0,235,590,34515,34535,1,3,2, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11003,04,04,1,2,210841003,.447962045669556,1, ,1,1,0,780,0,0,0,0, , , , ,160,0,160,0,0,210,0,840,2150,18970,0, , ,25,0,180,0,90,0,0,0,0, , , , ,4355,0,0,0,0,0,280,23900,26050,1,3,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11003,05,05,1,2,210841003,23.8489646911621,1, ,1,1,0,0,0,0,1200,0, , ,3, ,30,0,100,0,0,593,1744,2000,5667,15000,1800, , ,60,35,780,30,350,18000,0,0,0,1, , , ,0,0,0,0,0,30,100,36185,41852,1,7,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11004,01,01,1,2,210843003,356.152923583984,1, ,1,1,0,0,0,0,300,0, , ,2, ,0,0,175,0,0,250,100,200,1025,5400,250, , ,0,0,350,20,0,0,0,0,0, , , , ,225,0,0,0,0,0,70,6315,7340,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11004,02,02,1,2,210843003,34.1784782409668,1, ,1,1,0,0,0,0,400,0, , ,2, ,0,0,450,0,0,250,0,180,1280,4500,300, , ,50,32,180,40,120,0,0,0,0, , , , ,0,0,0,0,0,0,80,5302,6582,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11004,03,03,1,2,210843003,20.43505859375,1, ,1,1,0,2000,0,0,150,0, , ,1, ,0,0,0,0,0,250,0,0,2400,2500,350, , ,0,0,360,15,320,0,0,0,0, , , , ,0,0,0,0,0,0,95,3640,6040,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11005,01,01,1,2,210841003,7.90029096603394,1, ,1,1,0,0,0,0,320,0, , ,4, ,0,0,60,0,0,0,0,1955,2335,17900,0, , ,72,36,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,18048,20383,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11005,02,02,1,2,210841003,6.74109745025635,1, ,1,1,0,0,0,0,4480,960, , ,10,2,0,0,0,0,0,0,0,4740,10180,13000,0, , ,20,60,30,0,240,0,0,0,0, , , , ,315,0,0,0,0,0,200,13865,24045,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11005,03,03,1,2,210841003,.374015480279922,1, ,1,1,0,0,0,0,0,0, , , , ,0,0,160,0,0,0,0,1240,1400,7000,0, , ,15,10,60,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,150,7355,8755,1,4,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11005,04,04,1,2,210841003,33.5366516113281,1, ,1,1,0,0,0,0,6400,0, , ,8, ,0,0,5000,0,0,0,80,12300,23780,27500,24000, , ,2400,900,1500,0,1000,19200,0,0,0,1, , , ,0,500,0,0,800,20,200,78020,101800,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11006,01,01,1,2,210842003,15.0425157546997,1, ,1,1,0,0,0,0,1000,0, , ,5, ,0,0,80,0,0,1000,0,800,2880,6500,500, , ,30,0,250,40,480,0,0,0,0, , , , ,0,0,0,0,450,0,50,8300,11180,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11006,02,02,1,2,210842003,5.93752908706665,1, ,1,1,0,0,0,0,240,0, , ,3, ,0,0,150,0,0,800,0,500,1690,3500,0, , ,20,0,200,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,80,3800,5490,2, ,2, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11006,03,03,1,2,210842003,8.20410442352295,1, ,1,1,0,0,0,0,0,300, , , ,2,48,0,0,0,0,500,0,150,998,3500,0, , ,0,0,250,40,60,0,0,0,0, , , , ,12500,0,0,0,400,0,50,16800,17798,1,2,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11006,04,04,1,2,210842003,.0259333495050669,1, ,1,1,0,0,0,0,200,0, , ,2, ,0,0,80,0,0,250,50,400,980,2800,400, , ,20,0,250,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,80,3550,4530,1,4,2, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11007,01,01,1,2,210841003,1.07151877880096,1, ,1,1,0,0,0,0,432,0, , ,2, ,0,0,100,0,0,0,0,500,1032,1500,0, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1600,2632,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11007,02,02,1,2,210841003,11.6006193161011,1, ,1,1,0,0,0,0,2250,0, , ,5, ,0,0,250,0,0,0,150,4000,6650,2250,2500, , ,50,100,50,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,150,5200,11850,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,09,UMACHIRI,11007,03,03,1,2,210841003,9.773193359375,1, ,1,1,0,0,0,0,300,0, , ,2, ,0,0,500,0,0,0,250,2000,3050,3000,900, , ,50,100,0,0,200,0,0,0,0, , , , ,0,0,0,0,0,0,100,4350,7400,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11008,01,01,1,2,210843002,10.3805589675903,1, ,1,1,0,0,0,0,100,0, , ,1, ,0,0,0,0,0,450,50,250,850,2300,0, , ,10,0,150,20,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2530,3380,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,01,01,1,2,210843004,81.3966445922852,1, ,1,1,0,0,0,0,0,0, , , , ,0,0,360,0,0,270,0,150,780,1900,100, , ,60,0,150,0,150,0,0,0,0, , , , ,0,0,0,0,0,0,50,2410,3190,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,02,02,1,2,210843004,29.0325241088867,1, ,1,1,0,500,0,0,200,0, , ,2, ,0,0,430,0,0,210,80,320,1740,2500,180, , ,20,20,120,20,100,0,0,0,0, , , , ,0,0,0,0,0,0,80,3040,4780,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,03,03,1,2,210843004,56.6112022399902,1, ,1,1,0,0,0,0,150,0, , ,2, ,0,0,580,0,0,250,100,250,1330,4300,200, , ,200,0,100,0,150,0,0,0,0, , , , ,0,0,0,0,0,0,20,4970,6300,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,04,04,1,2,210843004,24.0060119628906,1, ,1,1,0,0,0,0,200,0, , ,2, ,0,0,530,0,0,180,80,262,1252,3500,1000, , ,10,46,100,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,250,5026,6278,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,05,05,1,2,210843004,43.1923141479492,1, ,1,1,0,0,0,0,100,0, , ,2, ,0,0,350,0,0,180,50,360,1040,2500,180, , ,10,25,250,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,80,3105,4145,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,08,SANTA ROSA,11009,06,06,1,2,210843004,38.5189399719238,1, ,1,1,0,0,0,0,200,0, , ,2, ,0,0,561,0,0,250,50,360,1421,2500,180, , ,15,15,80,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,50,2890,4311,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,01,01,1,2,210842003,4.89515542984009,1, ,1,1,0,0,0,0,540,0, , ,3, ,0,0,660,0,0,0,0,240,1440,1550,0, , ,0,0,120,0,0,0,0,0,0, , , , ,245,0,0,0,0,0,0,1915,3355,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,02,02,1,2,210842003,25.5687465667725,1, ,1,1,0,2000,0,0,1000,0, , ,2, ,0,0,0,0,0,0,0,360,3360,6940,0, , ,35,32,312,0,400,0,0,0,0, , , , ,0,0,0,0,0,0,100,7819,11179,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,03,03,1,2,210842003,37.5127868652344,1, ,1,0,0,0,0,0,600,0, , ,2, ,0,0,0,0,0,0,0,180,780, , , , , , , , , , , , , , , , , , , , , , , , , ,780,1,7,2, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11010,04,04,1,2,210842003,16.6736431121826,1, ,1,1,0,1000,0,0,0,0, , , , ,0,0,300,0,0,0,45,220,1565,3550,0, , ,35,25,120,0,180,0,0,0,0, , , , ,205,0,0,0,0,0,50,4165,5730,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,01,01,1,2,210843003,13.5287313461304,1, ,1,1,0,0,0,0,0,0, , , , ,20,0,300,0,0,0,45,150,515,2425,0, , ,35,35,0,0,30,0,0,0,0, , , , ,0,0,0,0,0,0,30,2555,3070,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,02,02,1,2,210843003,232.045257568359,1, ,1,1,0,0,0,0,630,0, , ,3, ,20,0,10000,0,0,0,0,500,11150,2400,0, , ,80,0,200,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,100,2900,14050,1,4,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,03,03,1,2,210843003,3.32797074317932,1, ,1,1,0,0,0,0,1120,0, , ,4, ,20,0,0,0,0,0,0,500,1640,800,0, , ,50,0,100,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,0,1000,2640,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,04,04,1,2,210843003,46.6071853637695,1, ,1,1,0,0,0,0,0,0, , , , ,30,0,0,0,0,0,0,1200,1230,2000,0, , ,50,0,200,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,0,2370,3600,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11011,05,05,1,2,210843003,44.4325332641602,1, ,1,1,0,0,0,0,720,480, , ,3,4,20,0,2200,0,0,0,0,900,4320,2000,0, , ,80,0,150,0,80,0,0,0,0, , , , ,0,0,0,0,0,0,100,2410,6730,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,01,01,1,2,210842003,21.6272068023682,1, ,1,1,0,0,0,0,360,0, , ,3, ,0,0,250,0,0,0,0,1400,2010,9520,180, , ,100,120,150,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,15,10205,12215,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,02,02,1,2,210842003,48.5868339538574,1, ,1,1,0,0,0,0,200,0, , ,2, ,0,0,740,0,0,0,0,80,1020,20500,120, , ,40,30,60,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,8,20808,21828,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,03,03,1,2,210842003,.0392267182469368,1, ,1,1,0,0,0,0,540,0, , ,3, ,0,0,740,0,0,0,0,900,2180,46080,180, , ,100,100,180,0,140,0,0,0,0, , , , ,0,0,0,0,0,0,15,46795,48975,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,04,04,1,2,210842003,3.013099193573,1, ,1,1,0,0,0,0,100,0, , ,1, ,0,0,250,0,0,0,0,100,450,7550,120, , ,50,60,80,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,10,7910,8360,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11012,05,05,1,2,210842003,.0239557810127735,1, ,1,1,0,0,0,0,200,0, , ,2, ,0,0,0,0,0,0,0,200,400,9100,120, , ,50,80,130,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,10,9550,9950,1,1,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,01,01,1,2,210843003,11.8197269439697,1, ,1,1,0,0,0,0,450,0, , ,3, ,40,0,600,0,0,0,45,500,1635,3275,0, , ,45,21,0,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,60,3461,5096,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,02,02,1,2,210843003,3.88671493530273,1, ,1,1,0,0,0,0,60,0, , ,1, ,40,0,100,0,0,0,0,60,260,1440,0, , ,35,0,0,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,35,1560,1820,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,03,03,1,2,210843003,8.01873302459717,1, ,1,1,0,0,0,0,280,0, , ,2, ,40,0,600,0,0,0,0,500,1420,3770,0, , ,35,25,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,45,3995,5415,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,04,04,1,2,210843003,8.14878177642822,1, ,1,1,0,0,0,0,450,0, , ,3, ,40,0,0,0,0,0,0,240,730,2850,0, , ,35,15,60,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,50,3130,3860,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,05,05,1,2,210843003,77.7016296386719,1, ,1,1,0,0,0,0,360,0, , ,3, ,40,0,700,0,0,0,0,500,1600,3250,0, , ,30,28,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,60,3488,5088,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,06,06,1,2,210843003,168.545989990234,1, ,1,1,0,1000,0,0,0,0, , , , ,40,0,250,0,0,0,45,300,1635,3050,0, , ,35,21,0,0,250,0,0,0,0, , , , ,185,0,0,0,0,0,45,3586,5221,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,07,07,1,2,210843003,18.7951717376709,1, ,1,1,0,0,0,0,200,0, , ,2, ,40,0,50,0,0,0,0,360,650,3095,0, , ,35,21,60,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,35,3346,3996,1,2,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,08,08,1,2,210843003,3.076012134552,1, ,1,1,0,0,0,0,300,0, , ,2, ,40,0,348,0,0,0,0,400,1088,3320,150, , ,35,21,0,0,150,0,0,0,0, , , , ,0,0,0,0,0,0,60,3736,4824,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,09,09,1,2,210843003,11.4559516906738,1, ,1,1,0,0,0,0,300,0, , ,2, ,40,0,0,0,0,0,0,360,700,2800,0, , ,35,15,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,40,3010,3710,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,10,10,1,2,210843003,6.46645164489746,1, ,1,1,0,0,0,0,300,0, , ,3, ,40,0,0,0,0,0,0,300,640,3050,0, , ,25,21,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,40,3256,3896,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,11,11,1,2,210843003,23.114351272583,1, ,1,1,0,500,0,0,200,0, , ,2, ,40,0,150,0,0,0,0,240,1130,2720,0, , ,35,21,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,30,2926,4056,2, ,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11013,12,12,1,2,210843003,17.8256282806396,1, ,1,1,0,0,0,0,300,0, , ,3, ,40,0,1500,0,0,0,0,900,2740,2865,0, , ,35,16,0,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,50,3086,5826,1,4,1, ,1, 
2024,21,PUNO,08,MELGAR,07,ORURILLO,11014,01,01,1,2,210842002,2.84706020355225,1, ,1,1,0,0,0,0,300,0, , ,2, ,0,0,740,0,0,0,0,500,1540,20385,160, , ,60,120,150,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,15,20990,22530,2, ,1, ,1, 
